name,address,city,state,zip_code,place_id,lat,lng,source_query
The African Islamic Center,"2044 Benedict Ave, Bronx, NY 10462, United States",Bronx,NY,10462,ChIJ3xayo8f0wokRhEpxniL8VqU,40.8344274,-73.856127,"mosques near Parkchester, Bronx"
Masjid Taqwa Islamic Center,"1510 Parker St, Bronx, NY 10462, United States",Bronx,NY,10462,ChIJ0-Zt2bX0wokRQ6NL3ZbVn8M,40.8376332,-73.8490513,"mosques near Parkchester, Bronx"
The Bronx Islamic Society,"1726 E 172nd St, Bronx, NY 10472, United States",Bronx,NY,10472,ChIJa7PbXOn0wokRYsVSwMbk66M,40.83235579999999,-73.8699068,"mosques near Parkchester, Bronx"
MAS Bronx Muslim Center (Muslim American Society of Upper New York),"702 Rhinelander Ave, Bronx, NY 10462, United States",Bronx,NY,10462,ChIJjcF6GZj0wokRUPgqK4Vs0oU,40.8474373,-73.8665448,"mosques near Parkchester, Bronx"
Bangla Bazar Jame Masjid,"1351 Odell St, Bronx, NY 10462, United States",Bronx,NY,10462,ChIJueIR-Mf0wokRauXjWfTydf4,40.8355107,-73.8542101,"mosques near Parkchester, Bronx"
"Unionport Jame Masjid, Inc.","2126 Watson Ave, Bronx, NY 10472, United States",Bronx,NY,10472,ChIJoeVjcc_0wokRc8siqH5UEGI,40.8293931,-73.85252559999999,"mosques near Parkchester, Bronx"
Baitul Maamur Jame Masjid,"1511 St Peters Ave, Bronx, NY 10461, United States",Bronx,NY,10461,ChIJMcqo-rP0wokRmJlXqAiEu5U,40.8399842,-73.8469568,"mosques near Parkchester, Bronx"
Shahjalal Islamic Center,"1924 McGraw Ave, Bronx, NY 10462, United States",Bronx,NY,10462,ChIJM1Y1DZH1wokRYNqNaqbnM4k,40.8345292,-73.8602385,"mosques near Parkchester, Bronx"
Masjid Al Aqsa,"1501 St Peters Ave, Bronx, NY 10461, United States",Bronx,NY,10461,ChIJ3XhF6Hj1wokRbBYok2ZPhu4,40.8398299,-73.84672789999999,"mosques near Parkchester, Bronx"
Madinah Masjid,"834 Brady Ave, Bronx, NY 10462, United States",Bronx,NY,10462,ChIJBSlgnaH0wokRfJRe6sCU7UU,40.8521939,-73.8624877,"mosques near Parkchester, Bronx"
Baitul Abrar Masjid,"1860 Archer St, Bronx, NY 10462, United States",Bronx,NY,10462,ChIJ_z4omiX1wokR6aaJyiCOD7I,40.8377193,-73.86424319999999,"mosques near Parkchester, Bronx"
Castlehill ideal Islamic center,"2166 Turnbull Ave, Bronx, NY 10473, United States",Bronx,NY,10473,ChIJHf_GD8X1wokRxKermwTiwko,40.8238345,-73.849463,"mosques near Parkchester, Bronx"
Darus Sunnah New York ( Madrasha+Masjid),"1861 Wallace Ave, Bronx, NY 10462, United States",Bronx,NY,10462,ChIJNW1VfQD1wokRDdMalsjR9Ok,40.8474738,-73.8643153,"mosques near Parkchester, Bronx"
Castle Hill Jame Masjid,"430 Torry Ave, Bronx, NY 10473, United States",Bronx,NY,10473,ChIJY7eEOOn1wokRIn-sg5yk1RM,40.8155022,-73.8491311,"mosques near Parkchester, Bronx"
Adam Masjid - مسجد آدم,"1722 Adams St, Bronx, NY 10460, United States",Bronx,NY,10460,ChIJt2mZXgD1wokRhXkUxtRrntg,40.8412171,-73.8710931,"mosques near Parkchester, Bronx"
"Bronx Islamic Cultural Center Masjid Bilal, Inc.","1227 St Lawrence Ave, Bronx, NY 10472, United States",Bronx,NY,10472,ChIJu73vzbH1wokRTfnvAmx2V6s,40.8306322,-73.8672902,"mosques near Parkchester, Bronx"
Gulzar e Madinah Masjid,"2162 Muliner Ave, Bronx, NY 10462, United States",Bronx,NY,10462,ChIJNf8ZkKD0wokRKy_qUruii4c,40.8555638,-73.8617107,"mosques near Parkchester, Bronx"
Masjid al-Ummah: Community Mosque,"793 Elsmere Pl, Bronx, NY 10460, United States",Bronx,NY,10460,ChIJZ99JPVX1wokRytLxJcuqmrQ,40.8433477,-73.8884044,"mosques near Parkchester, Bronx"
Islamic Center,"2481 Belmont Ave, Bronx, NY 10458, United States",Bronx,NY,10458,ChIJN8T_CoH0wokRSMToZ7bpcz8,40.8568773,-73.88462,"mosques near Parkchester, Bronx"
